train_dataset,test_dataset,clf,metric,embedding,native,coverage_matched,strict,topology_matched,delta_topology_minus_native,delta_strict_minus_coverage,rank_native,rank_coverage_matched,rank_strict,rank_topology_matched,rank_change_native_to_topology,native_wins_topology_loses,coverage_improves_strict_collapses,protocol_sensitivity_score,source_file
mDC,mHSC-L,lr,f1,scconcept_encoded,0.4505202,0.356665,0.3891562,0.3199702,-0.13055,0.0324912,1,1,1,7,6,True,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mDC,mlp,f1,scconcept,0.6218694,0.6670612,0.8015548,0.8072674,0.18539799999999995,0.1344936,3,1,10,9,6,False,True,9,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-L,mlp,f1,scGPT_human,0.627092,0.705821,0.49467880000000003,0.4013972,-0.22569479999999997,-0.2111422,2,1,5,8,6,False,True,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hHep,lr,f1,baseline,0.7072617999999999,0.6160996,0.76344,0.7878542000000001,0.08059240000000012,0.14734040000000004,2,6,8,8,6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hHep,lr,f1,cl_scratch_v5,0.7244932,0.5896118,0.8352438,0.7899172,0.06542400000000004,0.24563199999999996,1,8,2,7,6,True,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hHep,mlp,f1,cl_v6_fair,0.7453412,0.7479074,0.880201,0.80043,0.05508879999999994,0.1322936,2,4,1,8,6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mDC,lr,f1,cl_scratch_v5,0.5899146000000001,0.6380424,0.5614062,0.39338439999999997,-0.1965302000000001,-0.07663620000000004,1,1,3,7,6,True,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mDC,mlp,f1,baseline,0.4422218,0.42286260000000003,0.5041552,0.182958,-0.2592638,0.08129259999999999,4,4,1,10,6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,hHep,lr,f1,cl_scratch_v5,0.556474,0.5288248,0.6758656,0.5629208,0.006446799999999975,0.14704079999999997,8,8,2,2,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,hHep,mlp,f1,v4_plain_best,0.5814134,0.7128726,0.2305008,0.2283354,-0.353078,-0.48237179999999996,8,2,6,2,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mDC,mlp,f1,cl_v6_fair,0.4957336,0.2734222,0.550524,0.5481932,0.05245960000000005,0.2771018,7,8,3,1,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hESC,lr,f1,v4_plain_best,0.6265042,0.5767648,0.5028278,0.2859528,-0.34055139999999995,-0.07393699999999992,2,2,1,8,6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hHep,lr,f1,v4_bias_rec_best,0.413273,0.5991763999999999,0.2990462,0.648439,0.235166,-0.30013019999999996,8,3,9,2,-6,False,True,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hHep,lr,f1,v4_plain_best,0.5688072,0.49901500000000004,0.5854158,0.3534736,-0.21533359999999996,0.0864008,3,6,5,9,6,False,True,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hHep,mlp,f1,scconcept_encoded,0.3539542,0.4732466,0.2175504,0.270523,-0.08343119999999998,-0.25569620000000004,9,7,9,3,-6,False,True,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mDC,mlp,f1,cl_scratch_v5,0.6436414,0.5845562,0.5733384,0.51903,-0.12461140000000004,-0.011217799999999944,1,2,5,7,6,True,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mDC,lr,precision_at_k,cl_scratch_v5,0.546,0.5690000000000001,0.426,0.502825,-0.043175000000000074,-0.14300000000000007,4,3,10,10,6,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mDC,lr,precision_at_k,scconcept,0.456,0.581,0.593,0.691275,0.23527499999999996,0.01200000000000001,9,1,3,3,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mDC,mlp,precision_at_k,cl_scratch_v5,0.5579999999999999,0.454,0.421,0.502825,-0.055174999999999974,-0.03300000000000003,4,6,9,10,6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mESC,mlp,precision_at_k,scGPT_human,0.535,0.515,0.9339999999999999,0.9249999999999999,0.3899999999999999,0.41899999999999993,8,4,1,2,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mESC,lr,precision_at_k,cl_scratch_v5,0.556,0.461,0.892,0.883,0.32699999999999996,0.431,2,4,9,8,6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,mlp,precision_at_k,cl_v6_fair,0.684,0.525,0.519,0.552632,-0.13136800000000004,-0.006000000000000005,1,6,5,7,6,True,True,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,mlp,precision_at_k,scconcept,0.502,0.524,0.46199999999999997,0.617021,0.11502100000000004,-0.062000000000000055,9,7,9,3,-6,False,True,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-L,lr,precision_at_k,cl_scratch_v5,0.7,0.609,0.556,0.40678,-0.29322,-0.052999999999999936,2,5,7,8,6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-L,lr,precision_at_k,minus,0.642,0.568,0.581,0.64557,0.003569999999999962,0.013000000000000012,7,6,2,1,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-L,mlp,precision_at_k,scconcept,0.569,0.466,0.519,0.485437,-0.08356299999999994,0.05299999999999999,10,9,9,4,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mDC,lr,precision_at_k,scGPT_human,0.493,0.621,0.78,0.769,0.276,0.15900000000000003,9,2,4,3,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mDC,mlp,precision_at_k,baseline,0.59,0.47900000000000004,0.759,0.748,0.15800000000000003,0.27999999999999997,3,7,8,9,6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,mlp,precision_at_k,scconcept,0.532,0.574,0.953,0.963,0.43099999999999994,0.379,7,3,1,1,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,lr,precision_at_k,v4_bias_rec_best,0.677,0.666,0.735,0.699187,0.022186999999999957,0.06899999999999995,7,3,8,1,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,lr,precision_at_k,v4_plain_best,0.742,0.5619999999999999,0.82,0.381579,-0.360421,0.258,3,8,3,9,6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,mlp,precision_at_k,cl_v6_fair,0.843,0.678,0.781,0.384146,-0.458854,0.10299999999999998,2,1,3,8,6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-L,lr,precision_at_k,baseline,0.579,0.525,0.401,0.392857,-0.18614299999999995,-0.124,8,8,2,2,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-L,mlp,precision_at_k,baseline,0.63,0.532,0.37,0.392857,-0.237143,-0.16200000000000003,8,8,8,2,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hESC,lr,precision_at_k,scconcept_encoded,0.5549999999999999,0.515528,0.237113,0.237113,-0.3178869999999999,-0.27841499999999997,1,5,7,7,6,True,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hESC,mlp,precision_at_k,scconcept_encoded,0.582,0.515528,0.237113,0.237113,-0.34488699999999994,-0.27841499999999997,1,5,7,7,6,True,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hHep,lr,precision_at_k,cl_scratch_v5,0.41,0.459,0.385,0.385,-0.024999999999999967,-0.07400000000000001,7,9,1,1,-6,False,False,8,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hHep,lr,precision_at_k,v4_plain_best,0.317,0.476,0.384,0.381,0.064,-0.09199999999999997,10,8,4,4,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hHep,mlp,precision_at_k,cl_v6_fair,0.428,0.555,0.378,0.379,-0.04899999999999999,-0.17700000000000005,8,3,2,2,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hHep,mlp,precision_at_k,scconcept,0.541,0.625,0.344,0.338,-0.203,-0.281,3,1,9,9,6,False,True,8,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hHep,mlp,precision_at_k,v4_type_pe_best,0.394,0.524,0.374,0.373,-0.02100000000000002,-0.15000000000000002,9,7,4,3,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-E,lr,precision_at_k,v4_plain_best,0.31,0.395,0.414,0.427835,0.11783500000000002,0.01899999999999996,10,10,4,4,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-E,mlp,precision_at_k,cl_v6_fair,0.527,0.529412,0.46,0.381,-0.14600000000000002,-0.06941199999999997,1,6,2,7,6,True,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-L,lr,precision_at_k,v4_bias_rec_best,0.367,0.4,0.304,0.421,0.05399999999999999,-0.09600000000000003,10,10,10,4,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-L,mlp,precision_at_k,baseline,0.434,0.605,0.33,0.340541,-0.09345900000000001,-0.27499999999999997,3,1,9,9,6,False,False,8,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hESC,lr,precision_at_k,cl_v6_fair,0.546,,0.397,0.351,-0.19500000000000006,,2,,2,8,6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hESC,lr,precision_at_k,scconcept,0.47,,0.348,0.382,-0.08799999999999997,,9,,6,3,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mDC,mlp,precision_at_k,cl_scratch_v5,0.515,0.508,0.875,0.693548,0.17854800000000004,0.367,4,6,10,10,6,False,True,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mDC,mlp,precision_at_k,v4_plain_best,0.486,0.443,0.904,0.953704,0.467704,0.461,8,10,4,2,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-GM,mlp,precision_at_k,v4_plain_best,0.515,0.495,0.231,0.326531,-0.188469,-0.264,8,8,7,2,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hESC,lr,precision_at_k,cl_scratch_v5,0.62,0.362319,0.368932,0.383838,-0.23616199999999998,0.00661299999999998,7,10,2,1,-6,False,False,8,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hESC,lr,precision_at_k,v4_plain_best,0.689,0.431818,0.368932,0.368932,-0.32006799999999996,-0.062886,3,8,9,9,6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mDC,mlp,precision_at_k,baseline,0.592,0.512195,0.497,0.46,-0.13199999999999995,-0.015194999999999959,3,5,7,9,6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mESC,mlp,precision_at_k,minus,0.525,0.412698,,0.875,0.35,,8,3,,2,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,hESC,lr,precision_at_k,baseline,0.644,0.617021,0.368932,0.368932,-0.27506800000000003,-0.24808900000000006,8,4,1,2,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,hESC,lr,precision_at_k,v4_plain_best,0.752,0.458333,0.368932,0.368932,-0.383068,-0.08940100000000001,2,7,9,8,6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,hESC,mlp,precision_at_k,v4_bias_rec_best,0.751,0.591837,0.368932,0.340206,-0.410794,-0.22290499999999996,4,5,8,10,6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mDC,lr,precision_at_k,v4_plain_best,0.637,0.431373,0.471,0.462,-0.175,0.03962699999999997,4,8,6,10,6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mDC,mlp,precision_at_k,scconcept_encoded,0.674,0.698413,0.461,0.46,-0.21400000000000002,-0.23741299999999993,3,1,9,9,6,False,True,8,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hESC,lr,precision_at_k,v4_type_pe_best,0.645,0.603175,0.368932,0.368932,-0.27606800000000004,-0.23424300000000003,4,2,10,10,6,False,False,8,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hESC,mlp,precision_at_k,v4_bias_rec_best,0.79,0.322581,0.368932,0.368932,-0.42106800000000005,0.046350999999999976,2,9,8,8,6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hHep,lr,precision_at_k,cl_v6_fair,0.48,0.649123,0.529412,0.529412,0.04941200000000001,-0.11971100000000001,9,1,3,3,-6,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,mDC,lr,precision_at_k,cl_scratch_v5,0.633,0.595506,0.46499999999999997,0.45,-0.183,-0.130506,4,2,6,10,6,False,True,6,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mDC,lr,auprc,cl_scratch_v5,0.5185346,0.6239134,0.5116476,0.374468,-0.14406659999999993,-0.11226579999999997,5,1,10,10,5,False,True,9,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mDC,lr,auprc,scconcept,0.486219,0.5763716,0.6037664,0.6777574,0.19153839999999994,0.027394800000000052,7,4,3,2,-5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mDC,mlp,auprc,cl_scratch_v5,0.527187,0.4687326,0.5041434,0.38904859999999997,-0.1381384,0.03541080000000002,5,6,9,10,5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,lr,auprc,v4_type_pe_best,0.5504122,0.7614834,0.5211024,0.396756,-0.15365620000000002,-0.24038100000000007,5,1,8,10,5,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,mlp,auprc,cl_v6_fair,0.5998734,0.5270192,0.5244172,0.5404002,-0.059473200000000004,-0.002601999999999993,1,6,6,6,5,True,True,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-E,mlp,auprc,v4_type_pe_best,0.554569,0.772806,0.5249612,0.41035,-0.14421899999999999,-0.24784479999999998,5,1,5,10,5,False,True,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-GM,lr,auprc,v4_bias_rec_best,0.6531108,0.7841012,0.5208268,0.5558682,-0.09724259999999996,-0.2632744,7,1,8,2,-5,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-GM,mlp,auprc,v4_type_pe_best,0.7157922,0.5954578,0.55065,0.4699602,-0.245832,-0.044807800000000064,5,5,6,10,5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-L,lr,auprc,minus,0.5954486,0.5560238,0.580646,0.7098562,0.11440760000000005,0.02462220000000004,6,7,3,1,-5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hESC,mHSC-L,mlp,auprc,cl_scratch_v5,0.6542612,0.6173758,0.5617268,0.5579196,-0.09634160000000003,-0.05564900000000006,4,4,8,9,5,False,True,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,hESC,mlp,auprc,cl_scratch_v5,0.6577546,0.7340312,0.5631296,0.5646252,-0.09312939999999992,-0.1709016,6,1,3,1,-5,False,True,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mDC,lr,auprc,minus,0.502443,0.4945866,0.8231782,0.819392,0.31694900000000004,0.3285916,9,7,4,4,-5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,lr,auprc,cl_scratch_v5,0.5158678,,0.9325188,0.9323382,0.4164704,,1,,4,6,5,True,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,lr,auprc,scconcept_encoded,0.5139654,,0.9341398,0.9343222,0.4203568,,6,,2,1,-5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,mlp,auprc,cl_scratch_v5,0.5136188,,0.932301,0.9322662,0.4186474,,4,,7,9,5,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mESC,mlp,auprc,scGPT_human,0.5115964,0.4369378,0.9324396,0.9323356,0.4207392000000001,0.49550180000000005,10,8,5,5,-5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,lr,auprc,cl_v6_fair,0.6696938,0.6575948,0.8520472,0.8051356,0.13544179999999995,0.19445239999999997,2,6,3,7,5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,lr,auprc,minus,0.6084604,0.672626,0.8681638,0.9016102,0.2931498,0.1955378000000001,8,5,1,3,-5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,lr,auprc,scGPT_human,0.688249,0.6363322,0.8296938,0.8608404,0.17259139999999995,0.19336160000000002,1,8,5,6,5,True,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,mlp,auprc,cl_v6_fair,0.7437374,0.6824386,0.8203,0.7878196,0.04408219999999996,0.13786140000000002,2,3,4,7,5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-E,mlp,auprc,minus,0.714155,0.6637064,0.8528249999999999,0.8886002000000001,0.17444520000000008,0.18911859999999991,7,6,1,2,-5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
hHep,mHSC-GM,lr,auprc,v4_bias_rec_best,0.6649316,0.7020742,0.3969044,0.5948596,-0.07007199999999991,-0.3051698,6,7,4,1,-5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hESC,lr,auprc,v4_bias_rec_best,0.4611552,0.45566239999999997,0.2568304,0.2622982,-0.198857,-0.19883199999999995,7,5,5,2,-5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hESC,lr,auprc,v4_type_pe_best,0.4714452,0.472188,0.2053276,0.1764272,-0.295018,-0.2668604,5,4,9,10,5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,hHep,mlp,auprc,cl_scratch_v5,0.4825306,0.4853484,0.5918924,0.5934699999999999,0.11093939999999997,0.10654399999999997,7,7,3,2,-5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-E,lr,auprc,baseline,0.460681,0.4894538,0.4007448,0.338953,-0.121728,-0.08870899999999998,4,7,6,9,5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-E,lr,auprc,scconcept_encoded,0.457351,0.531251,0.36687,0.2591124,-0.1982386,-0.16438100000000005,5,5,9,10,5,False,True,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-E,lr,auprc,v4_type_pe_best,0.4983174,0.4227852,0.3583704,0.3943674,-0.10395000000000004,-0.06441480000000005,3,9,10,8,5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-L,lr,auprc,scconcept_encoded,0.4991934,0.43659200000000004,0.3376512,0.2897468,-0.20944659999999998,-0.09894080000000005,4,6,9,9,5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-L,lr,auprc,v4_plain_best,0.4571858,0.5848842,0.3387634,0.4002302,-0.056955599999999995,-0.24612079999999997,9,1,8,4,-5,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mDC,mHSC-L,mlp,auprc,baseline,0.4652044,0.6653068,0.3651356,0.3032062,-0.16199820000000004,-0.30017119999999997,5,1,8,10,5,False,False,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,hESC,lr,auprc,cl_v6_fair,0.5401304,,0.40117359999999996,0.3828242,-0.1573062,,1,,1,6,5,True,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-L,mlp,auprc,v4_bias_rec_best,0.5079397999999999,0.446973,0.358168,0.5605066000000001,0.052566800000000136,-0.08880500000000002,6,10,4,1,-5,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mESC,mHSC-L,mlp,auprc,v4_type_pe_best,0.5119132,0.49129659999999997,0.335838,0.3280028,-0.18391039999999997,-0.15545859999999995,2,7,9,7,5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hESC,lr,auprc,scGPT_human,0.6296582,0.6254278,0.3056258,0.3120584,-0.31759979999999993,-0.319802,5,5,8,10,5,False,True,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hESC,lr,auprc,v4_bias_rec_best,0.6477084,0.6733702,0.3687822,0.3358134,-0.311895,-0.304588,1,3,2,6,5,True,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hESC,mlp,auprc,scGPT_human,0.6214988,0.6631078,0.3039468,0.2888408,-0.332658,-0.359161,5,3,9,10,5,False,True,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hHep,lr,auprc,cl_scratch_v5,0.7727156,0.5486464,0.9430417999999999,0.9290006,0.156285,0.39439539999999995,1,10,2,6,5,True,False,8,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hHep,lr,auprc,cl_v6_fair,0.7514018,0.791898,0.9209508,0.927651,0.1762492,0.12905279999999997,2,4,7,7,5,False,True,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,hHep,mlp,auprc,minus,0.778711,0.8982106,0.9643596,0.9571586,0.17844759999999993,0.06614900000000001,7,1,1,2,-5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-E,mDC,mlp,auprc,minus,0.4991194,0.6004794,0.4838542,0.5618496000000001,0.06273020000000007,-0.11662519999999998,9,2,8,4,-5,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,hESC,lr,auprc,v4_plain_best,0.7050982,0.5005066,0.5300462,0.47787,-0.2272282,0.0295396,1,9,3,6,5,True,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,hESC,lr,auprc,v4_type_pe_best,0.6967952000000001,0.5327398,0.4601006,0.4306806,-0.26611460000000003,-0.07263919999999996,2,8,6,7,5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mDC,lr,auprc,cl_v6_fair,0.6218752,0.3745248,0.6088938,0.5072778,-0.11459739999999996,0.23436900000000005,2,9,3,7,5,False,False,6,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mDC,lr,auprc,scconcept_encoded,0.5422437999999999,0.766647,0.5219718,0.4774426,-0.06480119999999995,-0.24467519999999998,5,1,8,10,5,False,True,7,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mDC,lr,auprc,v4_type_pe_best,0.5259866,0.5064716,0.6204184,0.666856,0.14086940000000003,0.11394680000000001,6,6,1,1,-5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-GM,mESC,mlp,auprc,scGPT_human,0.5148619999999999,0.494223,,0.875,0.36013800000000007,,8,3,,3,-5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
mHSC-L,hESC,lr,auprc,scconcept,0.521605,0.2528376,0.381117,0.4956248,-0.02598020000000001,0.1282794,9,10,9,4,-5,False,False,5,results/transfer_v2/embedding_transfer_summary_v2.csv
